"year","age","schooling","income","party","philosophy","legal","gender"
1986,74,12,"Refused","Strong democrat","Conservative",0,"Male"
1986,45,16,"$7000 to 7999","Ind,near dem","Moderate",0,"Male"
1986,25,17,"$10000 - 14999","Not str democrat","Moderate",1,"Female"
1986,25,17,"$3000 to 3999","Not str republican","Slightly liberal",0,"Female"
1986,34,12,"$25000 or more","Strong democrat","Slghtly conservative",0,"Male"
1986,30,12,"$10000 - 14999","Ind,near rep","Slightly liberal",1,"Female"
1986,27,12,"$15000 - 19999","Ind,near dem","Moderate",1,"Male"
1986,20,12,"$1000 to 2999","Ind,near rep","Moderate",0,"Female"
1986,31,13,"$7000 to 7999","Strong democrat","Moderate",1,"Female"
1986,35,12,"$3000 to 3999","Strong democrat","Slightly liberal",1,"Female"
1986,29,12,"$8000 to 9999","Ind,near dem","Moderate",1,"Female"
1986,62,16,"$10000 - 14999","Not str republican","Moderate",0,"Male"
1986,25,12,"Lt $1000","Ind,near rep","Moderate",0,"Female"
1986,31,10,"Lt $1000","Strong democrat","Extremely liberal",0,"Female"
1986,44,20,"$10000 - 14999","Not str democrat","Slightly liberal",0,"Male"
1986,31,11,"$15000 - 19999","Strong democrat","Liberal",0,"Male"
1986,60,12,"$8000 to 9999","Strong democrat","Liberal",0,"Male"
1986,67,12,"Refused","Strong republican","Moderate",0,"Female"
1986,38,12,"$20000 - 24999","Ind,near rep","Moderate",1,"Male"
1986,50,12,"$10000 - 14999","Independent","Slghtly conservative",0,"Female"
1986,19,12,"$15000 - 19999","Not str democrat","Liberal",0,"Female"
1986,60,8,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,23,16,"$8000 to 9999","Independent","Slghtly conservative",0,"Male"
1986,31,16,"$25000 or more","Strong republican","Moderate",0,"Male"
1986,25,12,"$6000 to 6999","Strong democrat","Slightly liberal",0,"Female"
1986,35,12,"$20000 - 24999","Independent","Liberal",0,"Male"
1986,56,12,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
1986,41,12,"$20000 - 24999","Not str democrat","Conservative",0,"Male"
1986,36,16,"$25000 or more","Strong republican","Conservative",0,"Male"
1986,59,12,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,41,11,"$25000 or more","Ind,near rep","Liberal",0,"Male"
1986,72,12,"$15000 - 19999","Not str democrat","Slightly liberal",0,"Male"
1986,68,14,"$15000 - 19999","Strong democrat","Moderate",0,"Female"
1986,71,7,"$25000 or more","Other party","Moderate",0,"Male"
1986,32,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1986,39,16,"$25000 or more","Not str republican","Slightly liberal",0,"Male"
1986,64,4,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1986,36,14,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,64,12,"$20000 - 24999","Not str democrat","Moderate",0,"Female"
1986,66,10,"$25000 or more","Ind,near dem","Moderate",1,"Male"
1986,67,12,"$7000 to 7999","Not str republican","Moderate",0,"Female"
1986,45,9,"$15000 - 19999","Other party","Moderate",0,"Female"
1986,56,6,"$3000 to 3999","Not str republican","Liberal",1,"Female"
1986,42,13,"$25000 or more","Ind,near dem","Liberal",1,"Male"
1986,73,14,"$25000 or more","Ind,near dem","Moderate",1,"Male"
1986,74,12,"Refused","Not str republican","Conservative",0,"Male"
1986,27,16,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Male"
1986,24,10,"$25000 or more","Ind,near rep","Moderate",0,"Female"
1986,77,8,"Refused","Strong democrat","Moderate",0,"Male"
1986,61,12,"$25000 or more","Strong democrat","Liberal",0,"Male"
1986,37,16,"$25000 or more","Strong democrat","Conservative",0,"Male"
1986,51,12,"$15000 - 19999","Ind,near dem","Slghtly conservative",0,"Female"
1986,26,16,"$15000 - 19999","Ind,near rep","Slightly liberal",0,"Female"
1986,20,12,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1986,29,12,"$15000 - 19999","Not str democrat","Moderate",1,"Male"
1986,25,16,"$20000 - 24999","Ind,near rep","Conservative",1,"Male"
1986,71,8,"$3000 to 3999","Strong democrat","Slightly liberal",0,"Male"
1986,78,8,"$4000 to 4999","Strong democrat","Moderate",0,"Female"
1986,20,12,"$25000 or more","Other party","Slghtly conservative",0,"Male"
1986,30,12,"$20000 - 24999","Ind,near dem","Liberal",1,"Male"
1986,28,13,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
1986,57,12,"$20000 - 24999","Strong democrat","Moderate",0,"Male"
1986,66,8,"$8000 to 9999","Not str republican","Liberal",0,"Female"
1986,32,12,"$20000 - 24999","Not str democrat","Moderate",0,"Male"
1986,49,11,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,23,12,"$15000 - 19999","Strong republican","Liberal",1,"Female"
1986,66,12,"$25000 or more","Ind,near dem","Moderate",1,"Female"
1986,32,16,"$15000 - 19999","Ind,near dem","Slightly liberal",0,"Female"
1986,48,17,"$20000 - 24999","Ind,near dem","Extremely liberal",1,"Female"
1986,39,14,"$15000 - 19999","Ind,near dem","Liberal",0,"Female"
1986,56,16,"$10000 - 14999","Ind,near rep","Slghtly conservative",0,"Female"
1986,31,14,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1986,55,14,"$25000 or more","Independent","Slghtly conservative",1,"Male"
1986,40,14,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,49,4,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,41,19,"$25000 or more","Strong republican","Conservative",0,"Male"
1986,62,11,"$10000 - 14999","Independent","Slghtly conservative",0,"Female"
1986,69,8,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,61,20,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1986,59,9,"$3000 to 3999","Not str democrat","Extremely liberal",1,"Female"
1986,55,9,"$8000 to 9999","Strong democrat","Moderate",0,"Male"
1986,49,12,"$3000 to 3999","Ind,near dem","Slightly liberal",0,"Female"
1986,36,12,"$15000 - 19999","Independent","Conservative",1,"Male"
1986,58,7,"$6000 to 6999","Strong democrat","Slightly liberal",0,"Female"
1986,72,12,"$15000 - 19999","Not str republican","Slightly liberal",0,"Male"
1986,22,15,"$3000 to 3999","Not str democrat","Moderate",0,"Female"
1986,54,10,"$10000 - 14999","Not str democrat","Slightly liberal",0,"Female"
1986,33,16,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,60,19,"$25000 or more","Not str republican","Slightly liberal",0,"Female"
1986,43,16,"$25000 or more","Independent","Slightly liberal",0,"Male"
1986,79,6,"$6000 to 6999","Not str republican","Moderate",0,"Female"
1986,35,18,"$25000 or more","Ind,near rep","Moderate",1,"Male"
1986,33,14,"$10000 - 14999","Independent","Conservative",0,"Male"
1986,44,14,"$25000 or more","Not str democrat","Slghtly conservative",1,"Female"
1986,61,9,"$8000 to 9999","Strong republican","Slghtly conservative",0,"Male"
1986,31,14,"$8000 to 9999","Not str democrat","Extremely liberal",1,"Male"
1986,37,13,"$25000 or more","Not str democrat","Liberal",0,"Male"
1986,28,14,"$25000 or more","Ind,near dem","Slghtly conservative",1,"Male"
1986,26,12,"$10000 - 14999","Not str republican","Slightly liberal",1,"Female"
1986,59,15,"$25000 or more","Ind,near dem","Conservative",0,"Female"
1986,68,16,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,25,16,"$25000 or more","Strong republican","Slghtly conservative",1,"Male"
1986,72,20,"$25000 or more","Ind,near dem","Liberal",0,"Male"
1986,49,14,"$25000 or more","Not str republican","Conservative",0,"Male"
1986,55,10,"$25000 or more","Not str democrat","Moderate",0,"Male"
1986,38,12,"$25000 or more","Ind,near rep","Conservative",0,"Male"
1986,46,13,"$25000 or more","Ind,near rep","Moderate",1,"Female"
1986,31,12,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1986,70,14,"$25000 or more","Ind,near rep","Conservative",0,"Male"
1986,61,15,"$25000 or more","Ind,near rep","Moderate",1,"Male"
1986,24,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
1986,23,12,"$25000 or more","Independent","Moderate",1,"Female"
1986,28,11,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
1986,55,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,43,11,"$25000 or more","Strong republican","Moderate",0,"Male"
1986,27,16,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1986,34,15,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
1986,44,13,"$25000 or more","Strong republican","Conservative",0,"Male"
1986,34,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,40,16,"$25000 or more","Ind,near rep","Conservative",0,"Male"
1986,44,13,"$25000 or more","Not str democrat","Moderate",0,"Male"
1986,68,12,"$15000 - 19999","Not str democrat","Conservative",1,"Male"
1986,32,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
1986,35,16,"$25000 or more","Not str republican","Moderate",0,"Female"
1986,59,14,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
1986,39,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
1986,37,11,"$25000 or more","Independent","Moderate",0,"Male"
1986,29,12,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,65,12,"$10000 - 14999","Strong democrat","Slghtly conservative",1,"Male"
1986,43,13,"$20000 - 24999","Not str democrat","Moderate",0,"Male"
1986,48,11,"$20000 - 24999","Ind,near dem","Moderate",0,"Male"
1986,30,14,"$25000 or more","Strong democrat","Slghtly conservative",0,"Male"
1986,37,12,"$25000 or more","Independent","Conservative",1,"Male"
1986,34,12,"$20000 - 24999","Independent","Conservative",0,"Male"
1986,43,12,"$25000 or more","Strong republican","Extrmly conservative",0,"Male"
1986,54,10,"$6000 to 6999","Not str democrat","Extremely liberal",0,"Female"
1986,76,12,"$25000 or more","Independent","Moderate",0,"Male"
1986,57,8,"$25000 or more","Independent","Conservative",0,"Male"
1986,23,13,"$15000 - 19999","Strong democrat","Moderate",0,"Male"
1986,32,12,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Female"
1986,30,12,"$25000 or more","Independent","Moderate",0,"Male"
1986,45,12,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
1986,32,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1986,32,10,"$4000 to 4999","Not str democrat","Moderate",0,"Female"
1986,21,12,"Lt $1000","Independent","Slghtly conservative",0,"Male"
1986,44,12,"$8000 to 9999","Strong democrat","Slightly liberal",0,"Female"
1986,30,11,"$3000 to 3999","Ind,near rep","Slghtly conservative",0,"Female"
1986,56,11,"$1000 to 2999","Ind,near dem","Extrmly conservative",0,"Female"
1986,19,10,"$10000 - 14999","Ind,near rep","Slghtly conservative",0,"Female"
1986,33,16,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,28,12,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1986,30,12,"$25000 or more","Not str republican","Moderate",1,"Male"
1986,39,16,"$15000 - 19999","Independent","Moderate",0,"Male"
1986,70,12,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,35,12,"$10000 - 14999","Independent","Moderate",0,"Male"
1986,36,16,"$25000 or more","Ind,near dem","Slghtly conservative",0,"Male"
1986,65,12,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
1986,60,12,"$10000 - 14999","Strong democrat","Slghtly conservative",0,"Male"
1986,60,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,34,14,"$15000 - 19999","Ind,near dem","Liberal",1,"Male"
1986,51,19,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1986,83,6,"Refused","Strong democrat","Moderate",0,"Female"
1986,76,12,"$8000 to 9999","Not str democrat","Moderate",0,"Female"
1986,78,8,"$3000 to 3999","Not str democrat","Moderate",0,"Female"
1986,79,11,"$6000 to 6999","Strong democrat","Moderate",0,"Female"
1986,56,14,"$25000 or more","Strong democrat","Moderate",1,"Male"
1986,37,16,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,33,11,"Refused","Independent","Moderate",0,"Male"
1986,27,16,"$20000 - 24999","Not str republican","Slghtly conservative",1,"Male"
1986,26,11,"$15000 - 19999","Ind,near dem","Moderate",0,"Male"
1986,32,12,"$20000 - 24999","Independent","Moderate",0,"Male"
1986,30,14,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,38,16,"$25000 or more","Not str republican","Liberal",1,"Male"
1986,29,16,"$20000 - 24999","Not str democrat","Liberal",1,"Male"
1986,78,14,"$3000 to 3999","Strong democrat","Slightly liberal",0,"Female"
1986,55,12,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
1986,68,7,"$10000 - 14999","Strong republican","Conservative",0,"Male"
1986,38,12,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1986,80,12,"$4000 to 4999","Not str republican","Moderate",0,"Female"
1986,24,11,"$8000 to 9999","Ind,near dem","Conservative",1,"Male"
1986,22,14,"$3000 to 3999","Ind,near rep","Conservative",0,"Male"
1986,51,12,"$8000 to 9999","Independent","Moderate",0,"Female"
1986,39,16,"$25000 or more","Not str republican","Slightly liberal",0,"Male"
1986,39,17,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1986,29,16,"$25000 or more","Strong republican","Conservative",0,"Male"
1986,51,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,56,12,"$20000 - 24999","Independent","Slghtly conservative",0,"Female"
1986,79,12,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
1986,40,12,"$25000 or more","Not str democrat","Extremely liberal",1,"Male"
1986,42,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1986,31,12,"$15000 - 19999","Not str democrat","Moderate",1,"Male"
1986,28,16,"$15000 - 19999","Strong republican","Slghtly conservative",1,"Male"
1986,37,18,"$25000 or more","Strong republican","Conservative",0,"Male"
1986,66,12,"$4000 to 4999","Independent","Moderate",0,"Male"
1986,39,16,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,34,12,"$6000 to 6999","Ind,near dem","Moderate",0,"Female"
1986,32,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
1986,49,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1986,81,12,"$4000 to 4999","Not str republican","Conservative",0,"Female"
1986,37,12,"$25000 or more","Strong republican","Conservative",0,"Male"
1986,54,12,"$20000 - 24999","Not str republican","Moderate",0,"Male"
1986,38,11,"$8000 to 9999","Strong democrat","Moderate",1,"Female"
1986,36,12,"$10000 - 14999","Ind,near rep","Liberal",0,"Male"
1986,46,12,"$25000 or more","Strong democrat","Moderate",0,"Male"
1986,27,12,"$10000 - 14999","Ind,near dem","Liberal",0,"Male"
1986,50,10,"$4000 to 4999","Not str democrat","Moderate",0,"Female"
1986,31,12,"$15000 - 19999","Strong democrat","Moderate",1,"Male"
1986,22,11,"$1000 to 2999","Strong republican","Slghtly conservative",1,"Female"
1986,61,9,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1986,20,10,"Lt $1000","Ind,near rep","Moderate",1,"Male"
1986,25,10,"$3000 to 3999","Ind,near dem","Slghtly conservative",1,"Female"
1986,19,11,"$20000 - 24999","Not str republican","Slightly liberal",0,"Female"
1986,29,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
1986,26,11,"$25000 or more","Ind,near rep","Moderate",1,"Male"
1986,58,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,41,18,"$25000 or more","Not str republican","Conservative",0,"Male"
1986,37,16,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1986,41,14,"$25000 or more","Not str republican","Conservative",0,"Male"
1986,23,12,"$15000 - 19999","Not str republican","Slightly liberal",0,"Female"
1986,25,15,"$5000 to 5999","Ind,near dem","Liberal",0,"Female"
1986,23,12,"$25000 or more","Independent","Slghtly conservative",0,"Male"
1986,31,11,"$20000 - 24999","Ind,near dem","Moderate",0,"Male"
1986,27,14,"$10000 - 14999","Independent","Slightly liberal",0,"Male"
1986,25,17,"$10000 - 14999","Not str republican","Moderate",0,"Male"
1986,85,9,"$7000 to 7999","Independent","Extrmly conservative",0,"Female"
1986,31,12,"$25000 or more","Independent","Slghtly conservative",0,"Male"
1986,48,12,"$20000 - 24999","Independent","Moderate",0,"Male"
1986,30,12,"$25000 or more","Not str republican","Slightly liberal",0,"Male"
1986,29,14,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1986,81,9,"$6000 to 6999","Independent","Moderate",0,"Female"
1986,69,9,"$5000 to 5999","Not str republican","Moderate",0,"Female"
1986,24,16,"$15000 - 19999","Not str republican","Moderate",0,"Male"
1986,30,12,"$15000 - 19999","Ind,near rep","Conservative",1,"Female"
1986,32,13,"$20000 - 24999","Ind,near rep","Slghtly conservative",0,"Male"
1986,80,12,"$15000 - 19999","Strong democrat","Slghtly conservative",0,"Female"
1986,24,13,"$25000 or more","Not str republican","Moderate",0,"Male"
1986,37,12,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1986,30,12,"$15000 - 19999","Ind,near rep","Moderate",0,"Male"
1986,21,12,"$10000 - 14999","Not str republican","Liberal",1,"Male"
1986,38,12,"$20000 - 24999","Independent","Moderate",1,"Female"
1986,56,11,"$25000 or more","Strong democrat","Slightly liberal",0,"Female"
1986,61,12,"$15000 - 19999","Strong republican","Moderate",0,"Male"
1986,43,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
1986,46,15,"$25000 or more","Ind,near rep","Liberal",0,"Male"
1986,63,12,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1986,43,12,"$15000 - 19999","Not str republican","Liberal",0,"Female"
1986,41,12,"$25000 or more","Not str republican","Liberal",0,"Male"
1986,27,12,"$20000 - 24999","Ind,near rep","Liberal",0,"Female"
1986,24,12,"$10000 - 14999","Not str republican","Moderate",1,"Male"
1986,51,12,"$10000 - 14999","Strong democrat","Slghtly conservative",0,"Male"
1986,25,14,"$5000 to 5999","Not str democrat","Slightly liberal",0,"Male"
1986,21,11,"Lt $1000","Not str democrat","Slightly liberal",1,"Male"
1986,48,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1986,28,12,"$25000 or more","Not str democrat","Conservative",0,"Male"
1986,44,10,"$25000 or more","Independent","Moderate",0,"Male"
1986,55,11,"$20000 - 24999","Strong democrat","Slghtly conservative",0,"Male"
1986,23,12,"$25000 or more","Not str democrat","Conservative",0,"Male"
